medida,estimacion,ic_bajo,sd_desenlace,evalue_puntual,evalue_ic
"ANCOVA dolor basal -> motor V04, por punto",1.0721061863584576,0.2760456408503582,11.10300121774575,1.4085181827761786,1.1764676757002976
