EVENT_ID,n,media,de,min,max
V04,684,0.9993639981507857,0.12474858855578608,0.6272446170186119,1.4779825647460574
V06,393,0.9916746011964981,0.3097608314829363,0.4429645362240603,2.2495033633074
V08,272,0.9791420624427858,0.34935446713836854,0.4429645362240603,2.2495033633074
V10,218,0.9584930375797149,0.41165143419111816,0.4429645362240603,2.2495033633074
V12,203,0.9343125281935029,0.40436282754452796,0.4429645362240603,2.2495033633074
