desenlace,ajuste,n,estimacion,ee,ic_bajo,ic_alto,p
motor_medio,sin fenotipo,780,2.5996185665286338,0.5786602017822711,1.4654445710353825,3.7337925620218853,8.11372637643766e-6
motor_medio,+ fenotipo basal (categorico),780,2.660005624236861,0.5766460730043909,1.5297793211482547,3.790231927325467,4.647744277441014e-6
motor_medio,+ log razon basal (continuo),543,1.9946902240746485,0.7009057013929965,0.6209150493443754,3.3684653988049216,0.00459849252042151
motor_resto_medio,sin fenotipo,780,2.39696954690462,0.4850945322826685,1.44618426363059,3.3477548301786504,9.518178442733027e-7
motor_resto_medio,+ fenotipo basal (categorico),780,2.161891108101867,0.4804347981366473,1.220238903754038,3.1035433124496956,7.846700550441764e-6
motor_resto_medio,+ log razon basal (continuo),543,1.4394304120802142,0.5809020045393349,0.3008624831831177,2.5779983409773104,0.013521916606716207
