termino,OR,ic_bajo,ic_alto,p
fenotipoIndeterminado,1.583371588774789,0.9661886970419702,2.594799127556235,0.0682252076291161
fenotipoPIGD,1.4850253431737839,1.05866722472548,2.083091096392698,0.022010667205691455
