termino,n,estimacion,ee,ic_bajo,ic_alto,p
dolor(t-1) -> LEDD(t) | LEDD(t-1),2227,18.342121895831006,10.465646955960784,-2.1705461378521314,38.85478992951414,0.0798083119216445
