desenlace,n,estimacion,ee,ic_bajo,ic_alto,p
UPDRS3,488,0.9384127680762072,0.6066105392065454,-0.25054388876862166,2.127369424921036,0.12252773660823357
UPDRS3_resto,486,1.1933377857989869,0.5093713343871813,0.19496997040011155,2.191705601197862,0.019550632302683273
