EVENT_ID,n,media,de,min,max
V04,684,0.9993639981507857,0.12474858855578608,0.6272446170186119,1.4779825647460574
V06,455,0.9946761874928933,0.2043319229741689,0.4612895871223475,2.241859757769916
V08,313,0.994132815138819,0.32640988412878763,0.5164367299690742,2.241859757769916
V10,266,0.9715283697257519,0.41892907474122737,0.4612895871223475,2.241859757769916
V12,230,0.9655608824247321,0.42101263430249475,0.4612895871223475,2.241859757769916
