contraste,n,beta_bradi_rigidez,beta_temblor,diferencia,ic_bajo,ic_alto,p
eje rigidez-bradicinesia menos temblor,800,0.17641306644088967,0.004608637196775678,0.171804429244114,0.07272151918839148,0.27113007263139455,0.001999000499750125
