exposicion,n,beta_eje,beta_temblor,diferencia,ic_bajo,ic_alto,p
depresion (GDS-15),800,0.11223176556440502,-0.07278825835264004,0.18502002391704506,0.09214434986465864,0.2747405140999546,9.995002498750624e-4
