parametro,covarianza,ee,p,var_dolor,var_motor,r,r_std
"correlacion de interceptos aleatorios (dolor, motor)",0.7312647002235694,0.2668531206338747,0.006137816262064222,0.3201488891085694,54.59775009970361,0.17490862946182315,0.17490862946182315
