termino,n,estimacion,ee,ic_bajo,ic_alto,p
LEDD(t-1) -> dolor(t) | dolor(t-1),2543,1.4022069357903138e-4,6.496404274002256e-5,1.289116980858715e-5,2.6755021734947563e-4,0.03098755325793027
