region,n,desenlace,beta_de,ic_bajo,ic_alto,p
dat_estriado,777,dolor,0.010694233698072072,-0.05976990843479982,0.08115837583094396,0.7661906632195666
dat_estriado,777,motor,-0.21897677584468697,-0.284641805356924,-0.15331174633244993,1.1466605821204279e-10
dat_putamen,777,dolor,0.00694046059607595,-0.06788944962929652,0.08177037082144842,0.8557955320842549
dat_putamen,777,motor,-0.25121129633113004,-0.3156484969908605,-0.18677409567139955,6.387163121355867e-14
dat_caudado,777,dolor,0.011993297929767216,-0.0561153926641312,0.08010198852366564,0.730085007375111
dat_caudado,777,motor,-0.18618598925202412,-0.25243654055572545,-0.11993543794832277,4.939064574486368e-8
